messages,target
"when your ex hits you with that ""i miss you"" bullshit ...lol bitch die",1
where,0
where are you from ?,0
where are you going in such a hurry?,0
Where can you watch porn for free?,1
where do they even sell shirts that color?,0
where do you live?,0
Where have you been recently?,0
where is my scene h*e at ?,1
where is my scene h0e at ?,1
where is my scene hoe at ?,1
where is the fu*king job,1
whigger,1
whiskey,1
whiskeydick,1
whiskydick,1
whit,1
white a$$,1
white a$$ ,1
white a$s,1
white a**,1
white a**,1
white d!ckheads,1
white di*k ,1
white fu*king a$$,1
white power,1
whitenigger,1
whites,1
whitetrash,1
whitey,1
whiz,1
"who else is excited for the new movie release? movie night, anyone?",0
who else is excited for the weekend? any fun plans lined up?,0
who else is excited to watch this new series?,0
who else is obsessed with this anime?,0
who else is obsessed with this viral song?,0
who is there ?,0
who sings song is singer,0
"who the hell needs permission for anything from that fat-assed, ghetto w*ore?",1
"who the hell needs permission for anything from that fat-assed, ghetto whorâ‚¬?",1
"who the hell needs permission for anything from that fat-assed, ghetto whore?",1
Whoa! You’ve banged a vagina before?,1
whoever made this video is a comedic genius!,0
whop,1
whorâ‚¬,1
whore,1
whore,1
Whore are hardest to deal with.,1
whorefucker,1
whorehouse,1
who's gassin these h*es?,1
who's gassin these h0es?,1
who's gassin these hoes?,1
who's up for co-op gaming?,0
who's your favorite character from this series?,0
why,0
why are you crying,0
why can you open the door?,0
Why do you fuck for living?,1
Why do you love her pussy that much?,1
why do you love that h*e?,1
why do you love that h0e?,1
why do you love that hoe?,1
why do you need such a big house?,0
Why don’t you ask the reason for her being a hoe?,1
Why not fuck her and leave?,1
why not?,0
why not?,0
wigger,1
wildlife,0
wildlife,0
"will convince u that is a lame, you, a nigger liver believes it cuz you a nigger w*ore",1
"will convince u that is a lame, you, a nigger liver believes it cuz you a nigger whorâ‚¬",1
"will convince u that is a lame, you, a nigger liver believes it cuz you a nigger whore",1
willie,1
williewanker,1
willy,1
wisdom,0
wisdom,0
wisdom,0
wisdom,0
wisdom,0
wisdom,0
wisdom,0
wisdom,0
wisdom,0
wisdom,0
wisdom,0
wisdom,0
wisdom,0
wish i had a man to f**k.,1
wish i had a man to fuâ©k.,1
wish i had a man to fuck.,1
wishing everyone a day filled with laughter and smiles.,0
"wishing everyone a day filled with laughter, smiles, and positivity.",0
wishing everyone a day filled with positive energy and good vibes.,0
wishing everyone a day filled with positivity and good vibes.,0
wishing everyone a day filled with positivity and happiness.,0
"wishing everyone a day filled with positivity, laughter, and happiness.",0
wishing everyone a day full of positive energy and good vibes.,0
wishing everyone a fantastic weekend ahead! enjoy your time off.,0
wishing everyone a fantastic weekend filled with joy and laughter.,0
"wishing everyone a peaceful and restful night. sleep well, friends.",0
wishing everyone a relaxing weekend filled with joy and laughter.,0
wishing everyone a week full of positivity and happiness.,0
wishing everyone a weekend filled with adventure and excitement.,0
"wishing everyone a weekend filled with joy, adventure, and positivity.",0
wishing everyone a weekend filled with laughter and joy.,0
wn,1
wog,1
women rapping,1
women's,1
wonder is in fu*king ,1
wop,1
work in the a$$,1
work in the a$s,1
world full of di*k ,1
world full of pu**y ,1
world made of po*n ,1
would you like your cash in tens or twenties?,0
wow dumb sh*t ,1
"wow, just wow!",0
"wow, the combination of the scenes and music is truly captivating!",0
"wow, this is breathtaking!",0
"wow, this space photo is out of this world!",0
wrapping men,1
wrinkled starfish,1
write,0
write,0
writer,0
writer,0
writing,0
writing,0
wtf,1
wuss,1
wuzzie,1
xtc,1
xx,1
xxx,1
y don't that bitch just shoot herself? so sick of all those w*ores!,1
y don't that bitch just shoot herself? so sick of all those whorâ‚¬s!,1
y don't that bitch just shoot herself? so sick of all those whores!,1
yankee,1
yankee noodle is fucking awesome ya b**tard.,1
yankee noodle is fucking awesome ya b@st@rd.,1
yankee noodle is fucking awesome ya ba$tard.,1
yankee noodle is fucking awesome ya bastard.,1
yaoi,1
"Yeah, it’s a classic.",0
yellow showers,1
yellowman,1
yep i'm an a$$hole..oh well he shouldn't be such a little bitch..i'm sure he hears worse on a daily basis,1
yep i'm an a**hole..oh well he shouldn't be such a little bitch..i'm sure he hears worse on a daily basis,1
yep i'm an assho!e..oh well he shouldn't be such a little bitch..i'm sure he hears worse on a daily basis,1
yep i'm an asshole..oh well he shouldn't be such a little bitch..i'm sure he hears worse on a daily basis,1
Yes it does! Sometimes it’s nice just to have a quiet night in,0
Yes it’s really good! It has a great mix of mystery and suspense with some humor thrown in too,0
Yes that one is really good! I also love “The Prisoner of Azkaban”.,0
Yes! I’m planning on going on a road trip with some friends next month,0
Yes! One of my favorite authors is J.K Rowling and my favorite book series is Harry Potter,0
Yes! One of my favorite bands is Coldplay. I love their music and their live performances are amazing.,0
Yes! One of my favorite TV shows right now is “Stranger Things”,0
Yes! There’s this great Italian place down the street that has amazing pasta dishes,0
"Yes, I have a brother and a sister.",0
"Yes, I have a dog and a cat.",0
"Yes, I like to paint and play the guitar.",0
"Yes, I love it here!",0
"Yes, I love to cook.",0
"Yes, I love to travel.",0
"Yes, I play basketball and soccer.",0
"Yes, I saw a really good one last week.",0
"yes, it is unfair to the people who paid off their student loans to cancel everyone's debt now.",0
"yes, philosophically speaking, all tweets are bad, but to be fully human is to rebel against this fact ã‚â€“ to send our terrible tweets out into the universe anyway.",0
yesterday he saw a skinny man.,0
yiffy,1
"Yo b**ch, what up?",1
yo bitch on the horn. tryna shoot a p**n.,1
yo bitch on the horn. tryna shoot a p0rn.,1
yo bitch on the horn. tryna shoot a porn.,1
Yo pussyboy.,1
yoga,0
yoga,0
yoga,0
you,0
you all been behaving like ****heads after meeting her,1
you all been behaving like d!ckheads after meeting her,1
you all been behaving like dickheads after meeting her,1
you always carry yourself with grace and elegance. love your confidence!,0
you always find the best memes to brighten our day!,0
you always find the best spots.,0
you always find the coolest places to hang out. tell me your secret!,0
you and your pets are adorable together!,0
you and your pets are the cutest duo ever. love this photo!,0
you are a bâ‚¹tâ¢h,1
you are a bâ‚¹tch,1
you are a d!â¢k,1
you are a d!ck,1
you are a h*e.,1
you are a h0e.,1
you are a hoe.,1
you are a nice boy,0
you are an a**hole,1
you are gross as fuck to touch that saggy t!tties,1
you are gross as fuck to touch that saggy t**ties,1
you are gross as fuck to touch that saggy titties,1
you are gross as fuck to touch that saggy titties,1
You are the infamous hoe.,1
you both are a b!tch,1
you both are a b!tch,1
you both are a bâ‚¹tch,1
you both are a bitâ©h,1
you can never turn the clock back.,0
you captured the moment beautifully.,0
you captured the moment perfectly. it's such a beautiful shot!,0
"you connect with nature, and whether you plant flowers or vegetables, you get great satisfaction once the fruits of your labor start appearing.",0
You definitely should! Let me know what you think of it,0
you deserve all the applause for your remarkable achievement. congratulations!,0
you did it! so proud of you for achieving your goals.,0
